customer_age,trx_vlu,trx_age,trx_rank,category_in_english,value_recency
269,153.0,269,1,Grocery,0.5666666666666667
63,150.0,305,1,Grocery,0.49019607843137253
276,171.7,276,1,Grocery,0.61985559566787
234,175.8,234,1,Grocery,0.7480851063829788
201,711.3,201,1,Grocery,3.521287128712871
261,164.1,261,1,Grocery,0.6263358778625954
91,377.6,91,1,Grocery,4.104347826086957
233,196.0,233,1,Grocery,0.8376068376068376
79,638.4,302,1,Grocery,2.106930693069307
79,638.0,79,2,Grocery,7.975
300,132.0,300,1,Grocery,0.43853820598006643
279,170.0,279,1,Grocery,0.6071428571428571
73,198.5,73,1,Grocery,2.6824324324324325
251,540.0,251,1,Grocery,2.142857142857143
292,212.6,292,1,Grocery,0.7255972696245734
296,83.3,296,1,Grocery,0.2804713804713805
307,92.5,307,1,Grocery,0.3003246753246753
260,2883.0,260,1,Grocery,11.045977011494253
153,239.9,153,1,Grocery,1.5577922077922077
256,53.0,256,1,Grocery,0.20622568093385213
224,192.0,224,1,Grocery,0.8533333333333334
250,364.0,250,1,Grocery,1.450199203187251
136,222.8,136,1,Grocery,1.626277372262774
51,160.0,51,1,Grocery,3.076923076923077
244,207.8,244,1,Grocery,0.8481632653061225
77,139.2,77,1,Grocery,1.7846153846153845
156,154.2,156,1,Grocery,0.9821656050955413
285,184.0,285,1,Grocery,0.6433566433566433
188,229.0,188,1,Grocery,1.2116402116402116
245,494.0,245,1,Grocery,2.008130081300813
264,210.0,264,1,Grocery,0.7924528301886793
309,500.0,309,1,Grocery,1.6129032258064515
164,274.5,164,1,Grocery,1.6636363636363636
297,104.0,297,1,Grocery,0.348993288590604
57,153.7,57,1,Grocery,2.65
260,122.5,260,1,Grocery,0.46934865900383144
265,168.3,265,1,Grocery,0.6327067669172933
236,170.0,236,1,Grocery,0.7172995780590717
126,163.6,126,1,Grocery,1.2881889763779528
60,1162.0,76,1,Grocery,15.090909090909092
60,144.0,60,2,Grocery,2.360655737704918
225,394.0,225,1,Grocery,1.7433628318584071
315,139.8,315,1,Grocery,0.44240506329113927
58,232.0,285,1,Grocery,0.8111888111888111
232,232.0,232,1,Grocery,0.9957081545064378
55,284.6,55,1,Grocery,5.082142857142857
299,523.5,299,1,Grocery,1.745
102,262.0,102,1,Grocery,2.5436893203883497
225,120.0,225,1,Grocery,0.5309734513274337
44,80.0,44,1,Grocery,1.7777777777777777
281,146.3,281,1,Grocery,0.5187943262411348
272,314.0,272,1,Grocery,1.15018315018315
144,118.0,144,1,Grocery,0.8137931034482758
101,186.4,101,1,Grocery,1.8274509803921568
145,106.0,145,1,Grocery,0.726027397260274
303,216.0,303,1,Grocery,0.7105263157894737
233,500.0,233,1,Grocery,2.1367521367521367
127,1816.9,127,1,Grocery,14.19453125
271,150.0,271,1,Grocery,0.5514705882352942
40,278.0,138,1,Grocery,2.0
261,90.0,261,1,Grocery,0.3435114503816794
299,79.2,299,1,Grocery,0.264
211,172.0,211,1,Grocery,0.8113207547169812
20,138.0,155,1,Grocery,0.8846153846153846
20,215.2,20,2,Grocery,10.247619047619047
271,197.5,271,1,Grocery,0.7261029411764706
261,96.0,261,1,Grocery,0.366412213740458
20,1000.0,176,1,Grocery,5.649717514124294
20,800.0,138,2,Grocery,5.755395683453237
20,300.0,138,3,Grocery,2.158273381294964
20,700.0,68,4,Grocery,10.144927536231885
308,171.0,308,1,Grocery,0.5533980582524272
163,114.0,163,1,Grocery,0.6951219512195121
45,447.0,193,1,Grocery,2.304123711340206
269,288.0,269,1,Grocery,1.0666666666666667
161,1501.7,161,1,Grocery,9.269753086419753
235,660.2,235,1,Grocery,2.797457627118644
34,320.0,34,1,Grocery,9.142857142857142
125,334.0,125,1,Grocery,2.6507936507936507
75,218.0,75,1,Grocery,2.8684210526315788
34,94.0,251,1,Grocery,0.373015873015873
34,50.0,34,2,Grocery,1.4285714285714286
223,117.0,223,1,Grocery,0.5223214285714286
121,205.4,121,1,Grocery,1.6836065573770491
256,213.8,256,1,Grocery,0.8319066147859923
258,159.8,258,1,Grocery,0.616988416988417
264,109.6,264,1,Grocery,0.4135849056603773
264,157.0,264,1,Grocery,0.5924528301886792
118,298.0,274,1,Grocery,1.0836363636363637
211,67.6,298,1,Grocery,0.2260869565217391
211,40.0,211,2,Grocery,0.18867924528301888
152,160.0,152,1,Grocery,1.0457516339869282
121,297.8,121,1,Grocery,2.4409836065573773
52,258.0,52,1,Grocery,4.867924528301887
303,124.0,303,1,Grocery,0.40789473684210525
253,252.0,253,1,Grocery,0.9921259842519685
292,157.0,292,1,Grocery,0.5358361774744027
124,432.0,124,1,Grocery,3.456
258,297.6,258,1,Grocery,1.1490347490347492
267,342.0,267,1,Grocery,1.2761194029850746
74,170.9,74,1,Grocery,2.2786666666666666
78,2358.7,78,1,Grocery,29.856962025316452
34,40.0,266,1,Grocery,0.149812734082397
34,165.3,34,2,Grocery,4.722857142857143
245,380.0,245,1,Grocery,1.5447154471544715
260,170.6,260,1,Grocery,0.653639846743295
216,182.0,216,1,Grocery,0.8387096774193549
20,146.4,265,1,Grocery,0.5503759398496241
258,109.0,258,1,Grocery,0.42084942084942084
20,2693.0,255,1,Grocery,10.51953125
20,2595.2,46,2,Grocery,55.21702127659574
19,170.8,179,1,Grocery,0.948888888888889
213,320.0,213,1,Grocery,1.4953271028037383
55,190.0,161,1,Grocery,1.1728395061728396
55,900.0,55,2,Grocery,16.071428571428573
68,400.0,68,1,Grocery,5.797101449275362
18,662.1,298,1,Grocery,2.21438127090301
18,328.0,197,2,Grocery,1.6565656565656566
169,194.3,169,1,Grocery,1.1429411764705883
249,171.9,249,1,Grocery,0.6876
193,134.0,193,1,Grocery,0.6907216494845361
194,142.6,194,1,Grocery,0.7312820512820513
240,100.0,252,1,Grocery,0.3952569169960474
240,110.6,240,2,Grocery,0.4589211618257261
104,290.0,104,1,Grocery,2.761904761904762
197,34.0,200,1,Grocery,0.1691542288557214
197,6.0,197,2,Grocery,0.030303030303030304
124,309.7,124,1,Grocery,2.4776
166,175.4,166,1,Grocery,1.0502994011976048
269,107.1,269,1,Grocery,0.39666666666666667
20,123.6,270,1,Grocery,0.45608856088560884
20,46.3,154,2,Grocery,0.29870967741935484
58,479.8,192,1,Grocery,2.4860103626943006
58,188.0,58,2,Grocery,3.1864406779661016
143,94.0,143,1,Grocery,0.6527777777777778
230,120.8,230,1,Grocery,0.5229437229437229
46,186.8,46,1,Grocery,3.974468085106383
266,294.3,266,1,Grocery,1.102247191011236
34,43.6,34,1,Grocery,1.2457142857142858
78,310.0,78,1,Grocery,3.9240506329113924
155,136.0,155,1,Grocery,0.8717948717948718
250,115.0,250,1,Grocery,0.4581673306772908
52,162.0,52,1,Grocery,3.056603773584906
31,289.7,31,1,Grocery,9.053125
257,1081.0,257,1,Grocery,4.189922480620155
138,167.5,138,1,Grocery,1.2050359712230216
256,64.0,256,1,Grocery,0.2490272373540856
96,200.0,96,1,Grocery,2.0618556701030926
96,89.1,96,2,Grocery,0.9185567010309278
282,246.0,282,1,Grocery,0.8692579505300353
258,92.4,258,1,Grocery,0.3567567567567568
7,211.7,7,1,Grocery,26.4625
256,177.2,256,1,Grocery,0.6894941634241245
275,100.0,275,1,Grocery,0.36231884057971014
135,156.0,135,1,Grocery,1.1470588235294117
55,232.0,55,1,Grocery,4.142857142857143
40,297.7,40,1,Grocery,7.260975609756097
148,191.5,148,1,Grocery,1.2852348993288591
279,125.3,279,1,Grocery,0.4475
253,95.0,253,1,Grocery,0.37401574803149606
267,100.0,267,1,Grocery,0.373134328358209
2,222.8,236,1,Grocery,0.9400843881856541
143,348.0,143,1,Grocery,2.4166666666666665
261,51.7,261,1,Grocery,0.19732824427480916
118,427.5,118,1,Grocery,3.592436974789916
227,194.0,227,1,Grocery,0.8508771929824561
258,175.8,258,1,Grocery,0.6787644787644788
35,165.6,35,1,Grocery,4.6
304,208.3,304,1,Grocery,0.6829508196721312
165,190.5,165,1,Grocery,1.1475903614457832
113,162.5,113,1,Grocery,1.4254385964912282
103,198.8,103,1,Grocery,1.9115384615384616
190,113.4,190,1,Grocery,0.593717277486911
268,259.3,268,1,Grocery,0.9639405204460967
28,180.9,254,1,Grocery,0.7094117647058824
27,256.9,27,1,Grocery,9.174999999999999
298,169.4,298,1,Grocery,0.5665551839464883
255,153.6,255,1,Grocery,0.6
212,112.0,212,1,Grocery,0.5258215962441315
256,215.0,256,1,Grocery,0.8365758754863813
266,167.6,266,1,Grocery,0.6277153558052434
187,255.1,187,1,Grocery,1.3569148936170212
19,430.5,19,1,Grocery,21.525
279,172.0,279,1,Grocery,0.6142857142857143
258,122.6,258,1,Grocery,0.47335907335907335
214,282.7,214,1,Grocery,1.3148837209302324
110,416.0,110,1,Grocery,3.7477477477477477
94,410.9,94,1,Grocery,4.325263157894737
219,174.0,219,1,Grocery,0.7909090909090909
290,170.5,290,1,Grocery,0.5859106529209622
289,94.5,289,1,Grocery,0.3258620689655172
301,206.0,301,1,Grocery,0.6821192052980133
13,51.4,258,1,Grocery,0.19845559845559846
41,214.0,294,1,Grocery,0.7254237288135593
210,112.0,210,1,Grocery,0.5308056872037915
227,484.0,227,1,Grocery,2.1228070175438596
286,194.9,286,1,Grocery,0.6790940766550523
34,213.8,34,1,Grocery,6.1085714285714285
58,285.4,58,1,Grocery,4.83728813559322
195,170.0,195,1,Grocery,0.8673469387755102
255,112.0,255,1,Grocery,0.4375
136,178.0,136,1,Grocery,1.2992700729927007
237,150.7,237,1,Grocery,0.6331932773109243
292,146.6,292,1,Grocery,0.5003412969283276
155,183.5,155,1,Grocery,1.1762820512820513
98,70.0,98,1,Grocery,0.7070707070707071
121,192.4,121,1,Grocery,1.577049180327869
68,160.0,68,1,Grocery,2.318840579710145
297,69.3,297,1,Grocery,0.23255033557046978
290,259.7,290,1,Grocery,0.8924398625429553
80,244.8,80,1,Grocery,3.022222222222222
244,165.5,244,1,Grocery,0.6755102040816326
27,249.9,247,1,Grocery,1.0076612903225806
178,219.4,178,1,Grocery,1.2256983240223465
235,84.0,235,1,Grocery,0.3559322033898305
255,119.6,255,1,Grocery,0.4671875
208,303.5,208,1,Grocery,1.4521531100478469
259,252.7,259,1,Grocery,0.9719230769230769
172,169.7,172,1,Grocery,0.9809248554913295
216,285.0,216,1,Grocery,1.3133640552995391
60,204.0,60,1,Grocery,3.3442622950819674
153,1127.8,282,1,Grocery,3.9851590106007064
153,240.0,259,2,Grocery,0.9230769230769231
153,305.2,229,3,Grocery,1.3269565217391304
153,836.0,153,4,Grocery,5.428571428571429
227,162.4,227,1,Grocery,0.712280701754386
257,43.0,257,1,Grocery,0.16666666666666666
257,130.3,257,2,Grocery,0.5050387596899225
20,149.5,304,1,Grocery,0.4901639344262295
119,201.1,119,1,Grocery,1.6758333333333333
21,184.0,214,1,Grocery,0.8558139534883721
251,143.4,251,1,Grocery,0.569047619047619
110,195.6,110,1,Grocery,1.7621621621621621
77,176.2,77,1,Grocery,2.258974358974359
256,12.6,256,1,Grocery,0.0490272373540856
124,151.6,124,1,Grocery,1.2127999999999999
49,202.7,49,1,Grocery,4.053999999999999
291,260.0,291,1,Grocery,0.8904109589041096
302,131.4,302,1,Grocery,0.43366336633663366
49,121.4,294,1,Grocery,0.41152542372881357
123,753.9,123,1,Grocery,6.07983870967742
181,150.0,181,1,Grocery,0.8241758241758241
280,150.5,280,1,Grocery,0.5355871886120996
164,463.3,164,1,Grocery,2.807878787878788
17,164.6,17,1,Grocery,9.144444444444444
114,200.0,114,1,Grocery,1.7391304347826086
230,140.0,230,1,Grocery,0.6060606060606061
228,112.9,228,1,Grocery,0.49301310043668123
271,221.0,271,1,Grocery,0.8125
297,240.8,297,1,Grocery,0.8080536912751678
210,137.6,210,1,Grocery,0.6521327014218009
244,64.0,244,1,Grocery,0.2612244897959184
254,157.0,254,1,Grocery,0.615686274509804
217,189.4,217,1,Grocery,0.8688073394495414
188,165.1,188,1,Grocery,0.8735449735449735
169,107.9,169,1,Grocery,0.6347058823529412
242,66.1,242,1,Grocery,0.27201646090534976
41,224.0,41,1,Grocery,5.333333333333333
185,197.2,185,1,Grocery,1.0602150537634407
180,176.1,180,1,Grocery,0.9729281767955801
300,146.6,306,1,Grocery,0.47752442996742667
268,32.0,290,1,Grocery,0.10996563573883161
268,6.0,268,2,Grocery,0.022304832713754646
229,336.0,301,1,Grocery,1.1125827814569536
229,60.0,259,2,Grocery,0.23076923076923078
229,18.6,229,3,Grocery,0.0808695652173913
257,133.9,257,1,Grocery,0.5189922480620155
255,594.4,255,1,Grocery,2.321875
265,184.6,265,1,Grocery,0.693984962406015
27,403.9,300,1,Grocery,1.341860465116279
102,380.1,102,1,Grocery,3.6902912621359225
122,274.0,122,1,Grocery,2.227642276422764
197,165.2,197,1,Grocery,0.8343434343434343
209,107.1,209,1,Grocery,0.51
241,123.3,241,1,Grocery,0.5095041322314049
294,281.2,294,1,Grocery,0.9532203389830508
306,143.5,306,1,Grocery,0.46742671009771986
241,153.2,241,1,Grocery,0.6330578512396694
199,133.1,199,1,Grocery,0.6655
93,70.0,93,1,Grocery,0.7446808510638298
268,212.9,268,1,Grocery,0.791449814126394
279,88.0,279,1,Grocery,0.3142857142857143
164,1038.0,164,1,Grocery,6.290909090909091
295,192.0,295,1,Grocery,0.6486486486486487
20,256.0,123,1,Grocery,2.064516129032258
268,82.0,268,1,Grocery,0.3048327137546468
191,165.6,191,1,Grocery,0.8624999999999999
20,868.0,143,1,Grocery,6.027777777777778
249,138.3,249,1,Grocery,0.5532
286,340.5,286,1,Grocery,1.1864111498257839
278,82.5,278,1,Grocery,0.2956989247311828
78,785.3,78,1,Grocery,9.940506329113923
244,56.1,244,1,Grocery,0.2289795918367347
231,178.7,231,1,Grocery,0.7702586206896551
288,232.1,288,1,Grocery,0.803114186851211
298,555.4,298,1,Grocery,1.85752508361204
241,372.5,241,1,Grocery,1.5392561983471074
254,175.0,254,1,Grocery,0.6862745098039216
235,128.0,235,1,Grocery,0.5423728813559322
272,166.0,272,1,Grocery,0.608058608058608
220,158.0,220,1,Grocery,0.7149321266968326
175,123.9,175,1,Grocery,0.7039772727272727
305,163.7,305,1,Grocery,0.5349673202614379
183,124.0,183,1,Grocery,0.6739130434782609
149,249.3,149,1,Grocery,1.6620000000000001
68,108.5,68,1,Grocery,1.5724637681159421
327,107.7,327,1,Grocery,0.3283536585365854
136,572.8,136,1,Grocery,4.1810218978102185
161,240.0,275,1,Grocery,0.8695652173913043
161,128.0,239,2,Grocery,0.5333333333333333
251,150.0,251,1,Grocery,0.5952380952380952
286,371.8,286,1,Grocery,1.2954703832752614
266,101.4,266,1,Grocery,0.3797752808988764
291,172.7,291,1,Grocery,0.5914383561643836
46,440.0,46,1,Grocery,9.361702127659575
108,215.1,108,1,Grocery,1.973394495412844
233,149.7,233,1,Grocery,0.6397435897435897
140,53.3,140,1,Grocery,0.3780141843971631
28,176.9,28,1,Grocery,6.1000000000000005
266,587.7,266,1,Grocery,2.201123595505618
230,198.5,230,1,Grocery,0.8593073593073594
212,245.5,212,1,Grocery,1.1525821596244132
272,204.0,272,1,Grocery,0.7472527472527473
188,185.6,188,1,Grocery,0.982010582010582
54,284.0,54,1,Grocery,5.163636363636364
140,850.5,294,1,Grocery,2.883050847457627
140,105.0,264,2,Grocery,0.39622641509433965
284,122.0,284,1,Grocery,0.4280701754385965
304,100.0,304,1,Grocery,0.32786885245901637
225,208.0,225,1,Grocery,0.9203539823008849
102,185.9,102,1,Grocery,1.8048543689320389
88,274.5,88,1,Grocery,3.0842696629213484
93,129.1,93,1,Grocery,1.3734042553191488
279,126.9,279,1,Grocery,0.45321428571428574
262,102.0,262,1,Grocery,0.38783269961977185
33,70.8,294,1,Grocery,0.24
174,179.9,174,1,Grocery,1.028
72,328.7,72,1,Grocery,4.502739726027397
154,100.0,154,1,Grocery,0.6451612903225806
299,140.8,299,1,Grocery,0.4693333333333334
305,110.0,305,1,Grocery,0.35947712418300654
240,92.0,240,1,Grocery,0.3817427385892116
307,122.6,307,1,Grocery,0.39805194805194805
125,233.1,125,1,Grocery,1.8499999999999999
222,63.1,222,1,Grocery,0.2829596412556054
305,150.8,305,1,Grocery,0.4928104575163399
225,157.6,225,1,Grocery,0.6973451327433628
104,177.8,104,1,Grocery,1.6933333333333334
45,110.0,45,1,Grocery,2.391304347826087
250,836.5,298,1,Grocery,2.797658862876254
252,184.9,252,1,Grocery,0.7308300395256917
291,100.0,291,1,Grocery,0.3424657534246575
6,554.0,298,1,Grocery,1.8528428093645486
292,713.1,292,1,Grocery,2.433788395904437
41,197.6,206,1,Grocery,0.9545893719806763
90,157.4,90,1,Grocery,1.7296703296703297
290,209.3,290,1,Grocery,0.7192439862542955
296,190.7,296,1,Grocery,0.642087542087542
208,300.8,208,1,Grocery,1.4392344497607656
258,250.4,258,1,Grocery,0.9667953667953668
236,118.0,236,1,Grocery,0.4978902953586498
303,120.0,303,1,Grocery,0.39473684210526316
21,169.8,21,1,Grocery,7.718181818181819
272,158.0,272,1,Grocery,0.5787545787545788
305,6.6,305,1,Grocery,0.021568627450980392
234,186.0,234,1,Grocery,0.7914893617021277
175,158.0,175,1,Grocery,0.8977272727272727
172,66.0,172,1,Grocery,0.3815028901734104
108,226.3,108,1,Grocery,2.0761467889908256
121,269.4,121,1,Grocery,2.208196721311475
137,14.4,262,1,Grocery,0.05475285171102662
137,12.9,205,2,Grocery,0.06262135922330098
137,12.9,137,3,Grocery,0.09347826086956522
286,153.9,286,1,Grocery,0.5362369337979094
62,449.6,243,1,Grocery,1.8426229508196723
260,161.7,260,1,Grocery,0.6195402298850574
259,131.6,259,1,Grocery,0.5061538461538462
140,139.6,140,1,Grocery,0.9900709219858156
31,187.7,31,1,Grocery,5.865625
255,2382.3,255,1,Grocery,9.305859375
281,56.4,281,1,Grocery,0.19999999999999998
136,55.6,136,1,Grocery,0.4058394160583942
57,213.9,57,1,Grocery,3.6879310344827587
167,140.0,167,1,Grocery,0.8333333333333334
34,142.6,270,1,Grocery,0.5261992619926199
104,183.0,104,1,Grocery,1.7428571428571429
20,658.2,279,1,Grocery,2.350714285714286
158,292.3,158,1,Grocery,1.838364779874214
100,151.6,100,1,Grocery,1.500990099009901
159,152.4,159,1,Grocery,0.9525
174,165.9,174,1,Grocery,0.9480000000000001
139,200.0,139,1,Grocery,1.4285714285714286
271,195.6,271,1,Grocery,0.7191176470588235
34,418.0,324,1,Grocery,1.2861538461538462
298,199.7,298,1,Grocery,0.6678929765886287
147,242.0,147,1,Grocery,1.635135135135135
266,53.7,266,1,Grocery,0.20112359550561798
93,1202.0,93,1,Grocery,12.787234042553191
179,262.6,268,1,Grocery,0.9762081784386618
309,98.0,309,1,Grocery,0.3161290322580645
251,182.0,251,1,Grocery,0.7222222222222222
293,126.9,293,1,Grocery,0.4316326530612245
41,225.0,41,1,Grocery,5.357142857142857
253,146.0,253,1,Grocery,0.5748031496062992
125,198.3,125,1,Grocery,1.573809523809524
257,186.7,257,1,Grocery,0.7236434108527131
267,72.3,267,1,Grocery,0.26977611940298507
55,275.0,291,1,Grocery,0.9417808219178082
150,322.0,266,1,Grocery,1.205992509363296
150,84.8,150,2,Grocery,0.5615894039735099
27,510.0,266,1,Grocery,1.9101123595505618
248,519.2,248,1,Grocery,2.0851405622489962
238,81.3,238,1,Grocery,0.34016736401673636
33,87.1,311,1,Grocery,0.2791666666666667
246,130.0,246,1,Grocery,0.5263157894736842
9,26.5,9,1,Grocery,2.65
277,133.0,277,1,Grocery,0.4784172661870504
249,119.7,249,1,Grocery,0.4788
162,128.0,162,1,Grocery,0.7852760736196319
288,309.2,288,1,Grocery,1.0698961937716263
179,295.9,179,1,Grocery,1.6438888888888887
272,164.9,272,1,Grocery,0.6040293040293041
299,190.0,299,1,Grocery,0.6333333333333333
266,44.5,266,1,Grocery,0.16666666666666666
162,400.0,162,1,Grocery,2.4539877300613497
267,185.5,267,1,Grocery,0.6921641791044776
284,477.1,284,1,Grocery,1.6740350877192984
230,182.3,230,1,Grocery,0.7891774891774892
233,127.0,233,1,Grocery,0.5427350427350427
143,130.2,143,1,Grocery,0.9041666666666666
38,253.0,221,1,Grocery,1.1396396396396395
38,104.0,38,2,Grocery,2.6666666666666665
198,169.9,198,1,Grocery,0.8537688442211055
249,209.0,249,1,Grocery,0.836
209,179.9,209,1,Grocery,0.8566666666666667
260,167.0,260,1,Grocery,0.6398467432950191
309,200.0,309,1,Grocery,0.6451612903225806
176,411.9,176,1,Grocery,2.3271186440677964
168,600.0,293,1,Grocery,2.0408163265306123
28,125.7,242,1,Grocery,0.5172839506172839
28,125.7,241,2,Grocery,0.5194214876033058
241,158.0,241,1,Grocery,0.6528925619834711
244,110.1,244,1,Grocery,0.4493877551020408
258,144.9,258,1,Grocery,0.5594594594594595
59,216.7,59,1,Grocery,3.6116666666666664
69,1000.0,270,1,Grocery,3.690036900369004
25,340.0,271,1,Grocery,1.25
258,216.0,258,1,Grocery,0.833976833976834
242,151.7,242,1,Grocery,0.6242798353909464
279,182.8,279,1,Grocery,0.6528571428571429
128,199.7,128,1,Grocery,1.5480620155038758
189,154.0,189,1,Grocery,0.8105263157894737
253,537.0,253,1,Grocery,2.1141732283464565
265,157.1,265,1,Grocery,0.5906015037593985
250,137.7,250,1,Grocery,0.548605577689243
40,164.0,40,1,Grocery,4.0
39,277.3,299,1,Grocery,0.9243333333333333
13,198.9,218,1,Grocery,0.9082191780821918
248,158.3,248,1,Grocery,0.6357429718875502
255,326.0,255,1,Grocery,1.2734375
207,130.0,207,1,Grocery,0.625
68,200.0,68,1,Grocery,2.898550724637681
109,169.8,109,1,Grocery,1.5436363636363637
250,132.4,250,1,Grocery,0.5274900398406375
270,102.9,270,1,Grocery,0.3797047970479705
44,200.0,44,1,Grocery,4.444444444444445
269,168.0,310,1,Grocery,0.5401929260450161
269,26.5,269,2,Grocery,0.09814814814814815
95,229.1,95,1,Grocery,2.386458333333333
110,1000.0,126,1,Grocery,7.874015748031496
255,58.9,275,1,Grocery,0.21340579710144927
255,398.5,255,2,Grocery,1.556640625
294,100.0,294,1,Grocery,0.3389830508474576
289,281.3,289,1,Grocery,0.9700000000000001
266,1636.0,270,1,Grocery,6.03690036900369
236,186.0,236,1,Grocery,0.7848101265822784
294,139.9,294,1,Grocery,0.47423728813559324
246,313.8,246,1,Grocery,1.2704453441295547
230,174.0,230,1,Grocery,0.7532467532467533
166,167.7,166,1,Grocery,1.004191616766467
260,167.4,260,1,Grocery,0.6413793103448276
31,163.5,31,1,Grocery,5.109375
148,291.5,148,1,Grocery,1.9563758389261745
71,154.2,71,1,Grocery,2.1416666666666666
219,165.7,219,1,Grocery,0.7531818181818182
268,217.5,268,1,Grocery,0.8085501858736059
197,192.3,197,1,Grocery,0.9712121212121213
302,45.4,302,1,Grocery,0.14983498349834984
66,690.0,191,1,Grocery,3.59375
66,215.5,66,2,Grocery,3.216417910447761
245,152.0,245,1,Grocery,0.6178861788617886
290,274.9,290,1,Grocery,0.9446735395189003
250,142.0,250,1,Grocery,0.5657370517928287
240,56.0,240,1,Grocery,0.23236514522821577
291,167.1,291,1,Grocery,0.5722602739726027
91,177.7,91,1,Grocery,1.9315217391304347
210,126.0,210,1,Grocery,0.5971563981042654
64,270.1,285,1,Grocery,0.9444055944055945
225,585.8,225,1,Grocery,2.592035398230088
287,152.0,287,1,Grocery,0.5277777777777778
141,260.0,141,1,Grocery,1.8309859154929577
156,356.2,156,1,Grocery,2.268789808917197
33,226.0,288,1,Grocery,0.7820069204152249
33,30.6,137,2,Grocery,0.2217391304347826
250,144.5,250,1,Grocery,0.5756972111553785
116,315.9,116,1,Grocery,2.6999999999999997
166,240.5,166,1,Grocery,1.4401197604790419
183,120.0,183,1,Grocery,0.6521739130434783
96,52.6,96,1,Grocery,0.5422680412371134
61,273.3,61,1,Grocery,4.408064516129032
302,146.2,302,1,Grocery,0.4825082508250825
167,63.3,167,1,Grocery,0.3767857142857143
238,323.8,238,1,Grocery,1.3548117154811716
148,94.0,148,1,Grocery,0.6308724832214765
294,181.7,294,1,Grocery,0.6159322033898305
93,96.0,93,1,Grocery,1.0212765957446808
296,167.3,296,1,Grocery,0.5632996632996633
315,147.2,315,1,Grocery,0.46582278481012657
78,190.1,246,1,Grocery,0.7696356275303643
78,12.6,78,2,Grocery,0.15949367088607594
256,187.3,256,1,Grocery,0.7287937743190662
245,268.5,245,1,Grocery,1.0914634146341464
201,165.9,201,1,Grocery,0.8212871287128714
118,202.0,151,1,Grocery,1.3289473684210527
118,265.4,142,2,Grocery,1.8559440559440559
118,512.6,118,3,Grocery,4.307563025210084
273,188.0,273,1,Grocery,0.6861313868613139
254,205.3,254,1,Grocery,0.8050980392156863
258,133.6,258,1,Grocery,0.5158301158301158
201,359.3,201,1,Grocery,1.7787128712871287
76,245.8,76,1,Grocery,3.1922077922077925
273,127.4,273,1,Grocery,0.46496350364963507
231,91.7,231,1,Grocery,0.39525862068965517
229,130.0,229,1,Grocery,0.5652173913043478
161,521.1,161,1,Grocery,3.216666666666667
296,482.7,296,1,Grocery,1.6252525252525252
84,148.0,84,1,Grocery,1.7411764705882353
205,283.4,205,1,Grocery,1.3757281553398057
227,92.0,227,1,Grocery,0.40350877192982454
218,116.4,218,1,Grocery,0.5315068493150685
163,178.5,163,1,Grocery,1.0884146341463414
89,179.1,89,1,Grocery,1.99
291,504.7,291,1,Grocery,1.7284246575342466
267,84.2,267,1,Grocery,0.31417910447761194
233,80.0,233,1,Grocery,0.3418803418803419
